,word,points,word_length
48225,LEE,24,3
43905,LEEBOARD,72,8
54359,LEED,32,4
9935,LEEP,15,4
26575,LEEP,14,4
46698,LEEP,20,4
20044,LEER,4,4
38919,LEER,8,4
29142,LEERED,38,6
30339,LEERED,24,6
22641,LEERING,77,7
29734,LEERINGS,82,8
31266,LEESE,36,5
40962,LEESE,38,5
5583,LEET,11,4
7748,LEET,16,4
16662,LEET,17,4
46908,LEET,22,4
32458,LEETLE,14,6
3765,LEEWARD,68,7
37275,LEEZE,45,5
7981,LEFT,49,4
39209,LEFT,41,4
44789,LEFT,14,4
45550,LEFT,46,4
33162,LEFTOVER,66,8
45154,LEG,11,3
23240,LEGACIES,74,8
28349,LEGAL,31,5
15543,LEGALIST,63,8
37195,LEGATEE,88,7
56879,LEGATEES,60,8
59088,LEGATING,74,8
40343,LEGATION,61,8
43101,LEGATION,72,8
57543,LEGATO,31,6
59610,LEGEND,24,6
30764,LEGGE,16,5
49339,LEGGIE,26,6
23726,LEGHORN,33,7
43874,LEGIBLY,45,7
60073,LEGION,27,6
23294,LEGIONED,61,8
51844,LEGIONED,90,8
28581,LEGITIMS,44,8
46337,LEGLIN,25,6
19284,LEGROOM,81,7
7671,LEGSIDE,83,7
11105,LEGSIDES,90,8
39641,LEGWEAR,82,7
3094,LEHAYIMS,69,8
12991,LEHR,14,4
48691,LEHR,20,4
50401,LEHR,38,4
54456,LEHR,14,4
32339,LEHRS,33,5
13902,LEHUA,20,5
12851,LEI,15,3
23190,LEI,16,3
26591,LEI,20,3
27412,LEI,21,3
35832,LEI,12,3
41560,LEI,12,3
52287,LEI,12,3
13767,LEIPOA,39,6
34605,LEIPOA,41,6
8164,LEIPOAS,73,7
56552,LEIR,30,4
1128,LEIRING,96,7
25118,LEIRS,16,5
14210,LEK,38,3
31629,LEK,21,3
45110,LEK,40,3
37172,LEKS,42,4
45114,LEKU,8,4
51522,LEKU,24,4
10456,LEME,37,4
36043,LEME,22,4
48308,LEME,21,4
51334,LEMES,13,5
40433,LEMME,35,5
48240,LEMME,45,5
57407,LEMONED,85,7
42559,LEMONIER,62,8
44682,LEMONIER,74,8
19015,LEMURIAN,64,8
25289,LEMURIAN,61,8
26096,LEMUROID,83,8
47260,LEND,10,4
24549,LENG,20,4
3865,LENGING,88,7
44697,LENGING,85,7
11993,LENGTH,28,6
33823,LENGTH,22,6
2617,LENGTHS,75,7
27307,LENIENCY,94,8
48190,LENIENCY,76,8
10558,LENIFIED,76,8
1087,LENITED,79,7
10226,LENITED,79,7
28443,LENITED,89,7
51915,LENITED,82,7
4432,LENITES,74,7
50888,LENITES,75,7
24077,LENITING,80,8
148,LENO,27,4
30648,LENO,31,4
36380,LENO,26,4
57721,LENO,21,4
15882,LENS,4,4
47477,LENSE,42,5
17894,LENSING,79,7
9595,LENTANDO,61,8
28897,LENTI,10,5
28438,LENTIGO,71,7
43215,LENTIGO,69,7
50990,LENTIGO,70,7
41158,LENTO,36,5
38929,LENTOID,75,7
30391,LENTOIDS,68,8
31265,LENTOIDS,63,8
54042,LENTOIDS,70,8
53617,LENTOS,9,6
17872,LENTOUS,68,7
6194,LENVOY,32,6
4853,LEONE,23,5
6659,LEONE,26,5
7898,LEONE,12,5
55574,LEONE,30,5
992,LEONES,27,6
31671,LEONINE,60,7
17679,LEOTARD,104,7
1452,LEP,16,3
17903,LEPORID,83,7
11911,LEPORIDAE,74,9
15484,LEPROSE,80,7
44978,LEPROSY,103,7
25167,LEPTOME,85,7
20967,LEPTONS,85,7
26420,LERE,37,4
44453,LERE,20,4
1978,LERED,16,5
47364,LERES,27,5
6345,LERPS,31,5
16311,LERPS,43,5
59499,LERPS,31,5
13688,LES,17,3
8764,LESBIAN,77,7
59433,LESS,27,4
45577,LESSONED,63,8
51799,LESSONED,80,8
31692,LEST,16,4
1890,LET,23,3
46469,LET,10,3
20820,LETCH,36,5
35092,LETHEAN,42,7
12840,LETHEE,28,6
7716,LEU,6,3
13542,LEU,17,3
14962,LEU,9,3
25520,LEU,12,3
15806,LEUCH,40,5
36190,LEUCITES,74,8
865,LEUCO,21,5
32556,LEUCOMA,73,7
50059,LEUCOMAS,66,8
27885,LEUCOSIN,72,8
2711,LEUGH,31,5
15126,LEUGH,30,5
37813,LEUKOSIS,76,8
2978,LEV,19,3
21126,LEV,8,3
28917,LEV,11,3
35794,LEV,12,3
36752,LEV,6,3
46665,LEV,39,3
47044,LEV,12,3
50817,LEV,12,3
54144,LEV,24,3
27630,LEVANTS,97,7
9801,LEVATOR,96,7
31100,LEVATORS,65,8
50651,LEVE,14,4
3458,LEVEE,37,5
57672,LEVEE,9,5
60174,LEVER,22,5
56905,LEVERAGE,72,8
34638,LEVIRATE,75,8
12360,LEVITY,32,6
24082,LEVO,21,4
45875,LEVO,8,4
60122,LEVO,26,4
50832,LEVODOPA,74,8
12576,LEVS,15,4
46627,LEVULIN,73,7
42418,LEVY,20,4
9923,LEW,20,3
10090,LEW,32,3
17621,LEW,26,3
18594,LEW,14,3
19249,LEW,12,3
31936,LEW,28,3
36299,LEW,31,3
39075,LEW,20,3
44773,LEW,8,3
52507,LEW,23,3
40627,LEWD,45,4
4933,LEWIS,45,5
10076,LEWISITE,83,8
30464,LEWISITE,74,8
848,LEX,46,3
2438,LEX,55,3
10020,LEX,53,3
20650,LEX,53,3
23483,LEX,41,3
30682,LEX,26,3
32880,LEX,26,3
36825,LEX,24,3
37278,LEX,40,3
39380,LEX,30,3
42026,LEX,26,3
44087,LEX,53,3
13129,LEXEME,30,6
28577,LEXICA,48,6
43713,LEXICA,16,6
16887,LEXICAL,90,7
47005,LEY,27,3
58590,LEYLANDI,64,8
6637,LEZ,41,3
13787,LEZ,32,3
21805,LEZ,63,3
23757,LEZ,35,3
26934,LEZ,36,3
37888,LEZ,32,3
44521,LEZ,24,3
50947,LEZ,26,3
53468,LEZ,53,3
57150,LEZ,48,3
60614,LEZ,20,3
5032,LI,10,2
6916,LI,6,2
11023,LI,10,2
18279,LI,20,2
21378,LI,4,2
23354,LI,20,2
27261,LI,25,2
30662,LI,4,2
34348,LI,14,2
41352,LI,13,2
42113,LI,17,2
45353,LI,4,2
49957,LI,13,2
52908,LI,23,2
15960,LIABLE,33,6
661,LIAISON,66,7
18384,LIANA,16,5
5963,LIANE,24,5
15950,LIAR,20,4
28908,LIAR,22,4
10538,LIARD,36,5
54017,LIART,38,5
1568,LIB,24,3
3455,LIB,14,3
4381,LIB,22,3
18560,LIB,21,3
30347,LIB,30,3
31309,LIB,22,3
36833,LIB,20,3
42693,LIB,20,3
44034,LIB,23,3
45354,LIB,5,3
43550,LIBATED,22,7
20365,LIBELANT,64,8
56682,LIBELANT,67,8
37093,LIBELER,78,7
41201,LIBELIST,68,8
45880,LIBELLEE,20,8
40431,LIBRETTI,70,8
45673,LIBRETTO,76,8
8761,LIBRI,16,5
8876,LIBRI,12,5
20119,LIBS,12,4
50352,LICE,12,4
48910,LICENSE,117,7
37858,LICENSED,80,8
47137,LICENSORS,33,9
32239,LICENTE,79,7
48334,LICH,18,4
2219,LICHENED,84,8
33483,LICHI,22,5
32535,LICHTED,26,7
17384,LICHWAY,109,7
47158,LICIT,24,5
30331,LICTOR,26,6
12986,LID,25,3
26293,LID,8,3
31129,LID,23,3
33607,LID,17,3
35034,LID,7,3
60162,LID,14,3
11628,LIDS,22,4
36658,LIE,16,3
39398,LIE,16,3
48289,LIE,25,3
50995,LIE,15,3
44931,LIEDER,26,6
7828,LIEF,39,4
35461,LIEF,21,4
42089,LIEF,33,4
58945,LIEF,19,4
59424,LIEFER,39,6
25788,LIEFLY,40,6
6806,LIEGE,30,5
29315,LIEGE,29,5
32189,LIEGE,23,5
42069,LIEN,4,4
36591,LIENEE,33,6
54729,LIER,15,4
152,LIEU,15,4
24673,LIEU,6,4
24715,LIEU,24,4
43057,LIEU,10,4
55928,LIEU,25,4
56083,LIEU,18,4
8775,LIEUS,15,5
3677,LIEVE,24,5
10332,LIEVE,21,5
31634,LIEVE,30,5
1937,LIFE,14,4
47320,LIFE,38,4
33339,LIFELINE,89,8
54444,LIFELINE,83,8
21273,LIFER,43,5
32939,LIFESOME,78,8
23634,LIFT,24,4
31359,LIFT,28,4
20577,LIFTABLE,89,8
57489,LIFTBOY,81,7
55070,LIFTGATE,63,8
11160,LIFTMAN,80,7
56998,LIFTMAN,76,7
59860,LIFTMEN,85,7
16400,LIG,23,3
17185,LIG,22,3
30232,LIG,17,3
33913,LIG,12,3
43245,LIG,8,3
46792,LIG,8,3
40939,LIGAN,32,5
53897,LIGAN,24,5
1762,LIGANDS,90,7
25380,LIGANDS,75,7
35242,LIGANDS,67,7
59102,LIGATING,64,8
19149,LIGER,12,5
38127,LIGHTERS,76,8
10071,LIGHTING,98,8
31541,LIGNAGES,74,8
20901,LIGNE,14,5
30829,LIGNOSE,68,7
38839,LIGROINE,80,8
1036,LIGULAR,32,7
13374,LIGULATE,68,8
5614,LIKE,40,4
11720,LIKE,19,4
36080,LIKEST,50,6
40125,LIKUTA,45,6
52989,LILO,16,4
45127,LILOS,51,5
20999,LILT,12,4
38022,LILT,8,4
28206,LILY,21,4
50311,LILY,34,4
44246,LIMAIL,25,6
11188,LIMAN,24,5
37431,LIMAN,35,5
48316,LIMATION,94,8
4843,LIMAX,53,5
7456,LIMAX,60,5
17973,LIMAX,45,5
12609,LIMB,27,4
49581,LIMBA,41,5
37727,LIMBERER,82,8
18202,LIMBY,24,5
50658,LIME,27,4
13314,LIMEN,39,5
33497,LIMEPIT,88,7
44065,LIMEY,28,5
842,LIMIEST,34,7
49165,LIMIEST,34,7
51237,LIMINAL,16,7
44635,LIMIT,28,5
34405,LIMITARY,80,8
18321,LIMITEDS,147,8
60586,LIMITER,80,7
15216,LIMN,24,4
30603,LIMN,22,4
31480,LIMN,26,4
32146,LIMN,12,4
34735,LIMN,21,4
10346,LIMNAEID,80,8
56177,LIMNAEID,86,8
10042,LIMNIC,20,6
18277,LIMO,29,4
47824,LIMONENE,83,8
48740,LIMPEST,77,7
11508,LIMPID,22,6
18669,LIMULI,33,6
33260,LIMULOID,76,8
23624,LIMY,52,4
26794,LIMY,18,4
26802,LIMY,48,4
23947,LIN,12,3
51667,LIN,10,3
19151,LINAGES,69,7
10592,LINCTUS,71,7
4955,LINDENS,84,7
57736,LINDIES,70,7
13159,LINDY,26,5
15959,LINEABLE,68,8
2058,LINEAGE,71,7
18009,LINEAGE,79,7
7223,LINEAL,18,6
2709,LINEATE,86,7
24937,LINEATE,70,7
41232,LINEBRED,69,8
30844,LINECUT,30,7
58718,LINECUT,36,7
14369,LINED,37,5
28187,LINEN,15,5
47000,LINEN,16,5
3881,LINER,33,5
33427,LINER,18,5
49385,LINER,23,5
23471,LINEY,24,5
51398,LINEY,34,5
60249,LINEY,45,5
60500,LING,6,4
37111,LINGERED,76,8
50603,LINGERED,61,8
8201,LINGERIE,63,8
35398,LINGERIE,65,8
43452,LINGERS,85,7
20251,LINGIER,94,7
26046,LINGIER,73,7
55266,LINGUA,28,6
44450,LINGUAE,80,7
60279,LINGULAR,74,8
27570,LINIEST,79,7
49441,LINIEST,82,7
44058,LINIMENT,61,8
1797,LININ,18,5
56903,LINISHED,82,8
1990,LINK,24,4
48523,LINKROTS,84,8
10367,LINKS,44,5
2455,LINN,4,4
14771,LINN,5,4
55085,LINN,10,4
43938,LINNEY,30,6
367,LINNY,15,5
21921,LINO,36,4
23180,LINO,15,4
33679,LINO,5,4
49309,LINO,16,4
59805,LINO,5,4
24758,LINOS,20,5
18979,LINS,20,4
52652,LINSEED,78,7
52994,LINTED,38,6
21905,LINTELED,61,8
36094,LINTERS,74,7
42324,LINTERS,66,7
43079,LINTERS,71,7
47216,LINTIE,14,6
1262,LINTIES,86,7
20374,LINTIES,66,7
48486,LINTIES,73,7
19134,LINTING,27,7
46012,LINTY,22,5
20709,LINURON,66,7
4376,LINUX,90,5
36740,LINUX,40,5
8427,LINY,14,4
13105,LINY,35,4
18999,LINY,21,4
20347,LINY,29,4
29795,LINY,18,4
57572,LINY,48,4
13678,LION,36,4
46420,LION,12,4
1296,LIONCEL,74,7
53732,LIONET,14,6
44073,LIONETS,81,7
60537,LIONHEAD,84,8
17875,LIONISER,68,8
27931,LIONISER,78,8
3727,LIP,22,3
12229,LIP,20,3
14897,LIP,32,3
6980,LIPE,21,4
17469,LIPE,12,4
18975,LIPE,12,4
30878,LIPE,28,4
46928,LIPE,26,4
41081,LIPEMIAS,98,8
15285,LIPO,21,4
18117,LIPREAD,90,7
34524,LIQUATE,70,7
19321,LIQUATED,122,8
37969,LIQUID,36,6
44743,LIQUIFY,44,7
7295,LIQUOR,40,6
34517,LIRA,16,4
7819,LIRI,15,4
16181,LIRI,12,4
22679,LIRI,12,4
53670,LIRI,16,4
44779,LIRIOPE,36,7
41264,LIRIOPES,74,8
57440,LIRK,23,4
12646,LIRKS,25,5
1423,LIS,21,3
13037,LIS,14,3
19182,LIS,4,3
30138,LIS,5,3
33155,LIS,17,3
33221,LIS,3,3
52644,LIS,34,3
38693,LISP,33,4
26004,LISPUND,96,7
28681,LIST,23,4
57391,LISTEE,38,6
5893,LISTERIA,60,8
21981,LISTERIA,70,8
10694,LISTERS,89,7
28290,LISTERS,72,7
39675,LISTSERV,65,8
347,LITAI,28,5
9089,LITAI,22,5
9167,LITAI,24,5
16838,LITAI,25,5
38152,LITAI,18,5
48627,LITAI,17,5
28706,LITANIES,113,8
27577,LITCHI,30,6
37213,LITERATE,70,8
35887,LITERATO,74,8
37577,LITERATO,66,8
21388,LITEROSE,66,8
56327,LITH,7,4
59543,LITHATE,82,7
2069,LITHE,44,5
27618,LITHE,39,5
37688,LITHE,36,5
50766,LITHE,33,5
51922,LITHIA,27,6
51540,LITHIC,26,6
827,LITHING,30,7
19839,LITHITE,70,7
54345,LITOTES,87,7
58844,LITOTES,81,7
40047,LITRE,7,5
33883,LITREAGE,74,8
47372,LITTEN,21,6
31271,LITTLE,14,6
11254,LITU,19,4
22228,LITU,12,4
21908,LIVE,24,4
43915,LIVE,20,4
28125,LIVED,38,5
23836,LIVEDO,44,6
33694,LIVEDO,38,6
20085,LIVEDOS,77,7
34827,LIVEN,35,5
50457,LIVEN,24,5
10749,LIVENED,80,7
6444,LIVER,8,5
17661,LIVERIED,63,8
32216,LIVERIED,80,8
1818,LIVETRAP,78,8
1984,LIVEWARE,78,8
35546,LIVEYERE,85,8
27437,LIVID,22,5
32944,LIVID,17,5
43628,LIVID,18,5
47032,LIVID,31,5
59939,LIVIDER,33,7
38427,LIVIDEST,80,8
51361,LIVIDEST,98,8
32347,LIVIERS,99,7
16319,LIVOR,8,5
35390,LIVOR,16,5
45956,LIVOR,32,5
59242,LIVOR,17,5
49091,LIVYER,52,6
33711,LLANERO,75,7
7931,LO,16,2
13731,LO,14,2
26289,LO,10,2
29316,LO,15,2
30505,LO,17,2
40270,LO,24,2
42867,LO,6,2
43470,LO,19,2
49056,LO,13,2
51714,LO,10,2
53631,LO,13,2
57226,LO,14,2
55339,LOAD,25,4
60145,LOADABLE,65,8
10287,LOADENED,86,8
42649,LOADENED,78,8
60064,LOADSTAR,63,8
10343,LOAF,21,4
31604,LOAF,23,4
51468,LOAFED,52,6
6810,LOAFERISH,50,9
29237,LOAFINGS,78,8
3080,LOAM,40,4
20407,LOAM,40,4
37497,LOAM,39,4
19936,LOAN,28,4
33544,LOAN,36,4
47581,LOAN,14,4
49823,LOAN,27,4
60119,LOAN,22,4
7674,LOANEE,14,6
31707,LOANEES,75,7
32546,LOANING,68,7
19552,LOANINGS,86,8
35039,LOAST,32,5
30621,LOATHE,26,6
2537,LOATHES,42,7
2540,LOATHEST,33,8
17070,LOAVE,36,5
41186,LOAVE,24,5
35003,LOAVED,37,6
7303,LOAVING,22,7
4218,LOB,20,3
22580,LOB,39,3
29500,LOB,20,3
53247,LOB,32,3
40708,LOBBY,45,5
4983,LOBE,17,4
32921,LOBE,6,4
36569,LOBE,47,4
57137,LOBEFIN,70,7
44167,LOBELESS,83,8
56712,LOBI,12,4
42395,LOBO,23,4
12096,LOBSTER,88,7
34760,LOBSTER,87,7
35282,LOBSTERS,82,8
15189,LOBULAR,22,7
32323,LOCALITE,68,8
46548,LOCALITE,70,8
54265,LOCATE,52,6
15386,LOCATIVE,65,8
18276,LOCAVORE,68,8
42460,LOCH,39,4
34367,LOCI,33,4
36472,LOCI,14,4
45019,LOCIE,34,5
53130,LOCK,36,4
35521,LOCKJAWS,86,8
8069,LOCULI,33,6
6764,LOCUSTAE,83,8
58175,LOCUSTAE,74,8
48121,LOCUTION,62,8
19570,LOD,25,3
27469,LOD,18,3
43856,LOD,15,3
26426,LODE,21,4
35763,LODE,17,4
43993,LODGERS,75,7
28247,LODICULE,63,8
33696,LODICULE,86,8
50638,LOERIE,33,6
23617,LOERIES,66,7
27798,LOERIES,76,7
32743,LOERIES,77,7
34851,LOESSAL,77,7
12614,LOFT,17,4
25767,LOFT,15,4
36956,LOFT,28,4
17293,LOFTERS,73,7
2880,LOFTIER,82,7
18104,LOFTY,33,5
22204,LOFTY,42,5
12025,LOG,25,3
21571,LOG,17,3
34493,LOG,12,3
36101,LOG,14,3
40157,LOG,12,3
47713,LOG,21,3
54920,LOG,22,3
58664,LOG,22,3
59700,LOG,17,3
18536,LOGANIA,24,7
11622,LOGE,36,4
41660,LOGE,31,4
54086,LOGGIAS,73,7
2084,LOGIC,28,5
47616,LOGIC,28,5
42018,LOGICISE,74,8
15502,LOGICS,63,6
60020,LOGIE,33,5
17031,LOGIER,24,6
23563,LOGIEST,86,7
26555,LOGIN,21,5
29778,LOGIN,30,5
44542,LOGJAM,38,6
31102,LOGLOG,27,6
8651,LOGO,20,4
41295,LOGO,21,4
16067,LOGOED,31,6
24686,LOGOED,27,6
3207,LOGOFF,28,6
4762,LOGOI,18,5
20266,LOGOI,32,5
2582,LOGON,31,5
9463,LOGON,31,5
10847,LOGY,25,4
17475,LOGY,24,4
49882,LOIASIS,66,7
6291,LOID,29,4
58434,LOID,18,4
18733,LOIDS,35,5
28805,LOIDS,28,5
26020,LOIN,28,4
26600,LOIN,20,4
31482,LOIN,24,4
10239,LOIPE,16,5
44014,LOIPE,24,5
58441,LOIPEN,27,6
32302,LOIR,31,4
51192,LOIR,9,4
5480,LOITERED,63,8
10557,LOITERED,33,8
21967,LOITERER,70,8
33094,LOITERER,122,8
54859,LOITERER,62,8
56404,LOLIGOS,71,7
21217,LOLIUM,21,6
16548,LOLL,8,4
7531,LOLZ,26,4
30778,LOLZ,44,4
37263,LOLZ,31,4
38065,LOLZ,13,4
38610,LOLZ,39,4
52793,LOLZ,33,4
25918,LOME,35,4
11831,LOMEIN,37,6
17256,LOMEIN,44,6
18959,LOMENTA,36,7
47115,LONE,30,4
9,LONELIER,68,8
27813,LONESOME,77,8
6087,LONG,10,4
52200,LONGANS,70,7
29318,LONGER,14,6
16450,LONGERON,65,8
26438,LONGEST,75,7
27478,LONGEST,67,7
5624,LONGHAIR,98,8
36303,LONGHAIR,78,8
44945,LONGHAIR,78,8
28338,LONGHAND,78,8
55193,LONGIES,76,7
33004,LONGLEAF,74,8
56443,LONGLINE,72,8
33804,LONGNECK,100,8
53821,LONGS,27,5
51345,LONGTIME,64,8
23182,LONICERA,67,8
14934,LOO,28,3
20918,LOO,18,3
21926,LOO,15,3
28417,LOO,17,3
46272,LOO,18,3
46655,LOO,6,3
53758,LOOBIER,68,7
51090,LOOBIEST,86,8
9345,LOOED,7,5
25458,LOOED,26,5
8680,LOOEY,31,5
22083,LOOEY,25,5
38101,LOOEY,16,5
40511,LOOEY,27,5
413,LOOF,31,4
47549,LOOFA,16,5
55480,LOOFA,34,5
2820,LOOFAH,36,6
60366,LOOFAH,42,6
5134,LOOIE,27,5
15135,LOOIE,16,5
19258,LOOIE,34,5
24867,LOOIE,7,5
26339,LOOIE,17,5
26704,LOOIE,16,5
26828,LOOIE,13,5
28946,LOOIE,12,5
29829,LOOIE,9,5
31538,LOOIE,10,5
34256,LOOIE,18,5
35598,LOOIE,17,5
39114,LOOIE,25,5
44659,LOOIE,15,5
51376,LOOIE,9,5
60350,LOOIE,24,5
47895,LOOIES,24,6
10403,LOOKIST,78,7
33846,LOOKOVER,106,8
24300,LOOM,22,4
56092,LOOM,36,4
20836,LOON,10,4
39240,LOON,19,4
40283,LOONIE,14,6
51778,LOONIE,21,6
40298,LOONIER,7,7
3711,LOONIES,64,7
3511,LOONIEST,66,8
4653,LOONY,28,5
15109,LOONY,26,5
25133,LOONY,24,5
36324,LOONY,53,5
21979,LOOP,25,4
26151,LOOP,24,4
49993,LOOPIER,75,7
11589,LOOS,21,4
14998,LOOSEN,24,6
41301,LOOSENS,77,7
54941,LOOT,14,4
625,LOOTED,37,6
6499,LOP,26,3
44829,LOP,5,3
47648,LOP,8,3
6566,LOPE,6,4
48406,LOPE,24,4
16405,LOPER,24,5
45083,LOPER,26,5
20060,LOQUATS,64,7
15768,LOR,20,3
42937,LOR,15,3
21741,LORAN,22,5
20032,LORD,26,4
12808,LOREAL,29,6
15252,LORES,14,5
46186,LORIC,26,5
27545,LORIMERS,72,8
26338,LORINER,18,7
56243,LORINER,65,7
11564,LORING,31,6
40294,LORINGS,86,7
55283,LORINGS,84,7
60104,LORIOTS,81,7
55812,LORIS,25,5
16489,LORN,21,4
28526,LORN,8,4
3861,LORRIES,72,7
56322,LORRY,23,5
58734,LORY,48,4
39388,LOSE,4,4
27048,LOSED,31,5
22593,LOSEL,36,5
36332,LOSEL,10,5
45372,LOSER,15,5
14491,LOT,15,3
28484,LOT,14,3
35047,LOT,18,3
35415,LOT,20,3
40639,LOT,18,3
54523,LOT,11,3
60471,LOT,14,3
60551,LOT,18,3
60599,LOT,3,3
36053,LOTAH,24,5
35128,LOTES,24,5
49069,LOTHARIO,70,8
54272,LOTHARIO,64,8
39040,LOTI,8,4
58951,LOTI,12,4
17464,LOTIC,18,5
48731,LOTIC,27,5
1162,LOTO,28,4
43023,LOTO,18,4
58403,LOTO,16,4
56576,LOTS,35,4
24304,LOTTA,9,5
27253,LOTTA,25,5
3025,LOTTER,26,6
18433,LOTTERY,78,7
607,LOTTO,14,5
2354,LOTTO,35,5
22763,LOU,14,3
23727,LOU,20,3
29336,LOU,13,3
40108,LOU,14,3
45234,LOU,14,3
3403,LOUD,24,4
24449,LOUDEN,20,6
4699,LOUDENED,72,8
25173,LOUDENS,72,7
13822,LOUED,27,5
50112,LOUED,35,5
52331,LOUED,25,5
1594,LOUGH,25,5
2539,LOUIE,6,5
4755,LOUIE,18,5
13231,LOUIE,12,5
22379,LOUIE,19,5
47468,LOUIE,18,5
52189,LOUIE,29,5
16287,LOUIS,12,5
25106,LOUIS,34,5
39783,LOUMA,36,5
44408,LOUMA,7,5
22910,LOUN,11,4
35575,LOUNED,18,6
11301,LOUNGERS,68,8
34658,LOUNGEY,77,7
20090,LOUNGIER,72,8
25684,LOUNGIER,65,8
45322,LOUPEN,33,6
7656,LOURE,30,5
46666,LOURIES,81,7
21570,LOURY,38,5
45741,LOURY,33,5
56670,LOURY,38,5
17195,LOUSIER,64,7
45664,LOUSY,24,5
5636,LOUT,16,4
24413,LOUT,13,4
13770,LOUTISH,92,7
42502,LOVAT,25,5
31079,LOVEBIRD,92,8
17357,LOVER,25,5
45469,LOVEY,30,5
16959,LOVEYS,36,6
3451,LOVIE,28,5
45500,LOVIE,27,5
43697,LOVING,20,6
2090,LOW,23,3
4024,LOW,6,3
8250,LOW,59,3
27327,LOW,33,3
31952,LOW,6,3
42458,LOW,25,3
57985,LOW,17,3
59952,LOWBOYS,73,7
4036,LOWE,30,4
38470,LOWISH,48,6
52393,LOWND,18,5
41712,LOWNDED,36,7
25287,LOWNDS,24,6
22810,LOWNE,26,5
10469,LOWP,27,4
14318,LOWP,15,4
31404,LOWP,51,4
50070,LOWP,38,4
56013,LOWP,27,4
35541,LOWRIDER,90,8
38487,LOWRIE,31,6
23494,LOWRIES,73,7
39204,LOWRIES,78,7
22390,LOWRY,17,5
6184,LOWSE,34,5
5489,LOWT,33,4
38754,LOWT,16,4
58607,LOWT,34,4
2731,LOX,20,3
3900,LOX,38,3
6045,LOX,28,3
8037,LOX,26,3
20186,LOX,10,3
24577,LOX,48,3
30856,LOX,32,3
32489,LOX,19,3
56118,LOX,20,3
57550,LOX,43,3
49449,LOXING,28,6
11731,LOXYGENS,71,8
6583,LOY,41,3
7177,LOY,25,3
10738,LOY,6,3
1888,LOYAL,42,5
37878,LUACH,11,5
36867,LUAU,19,4
38052,LUAU,26,4
52402,LUAU,13,4
5367,LUBE,21,4
58228,LUBE,21,4
50201,LUBRIC,30,6
14648,LUCE,23,4
49265,LUCERNE,74,7
49833,LUCES,32,5
24546,LUCID,25,5
27633,LUCID,21,5
32095,LUCIFERS,78,8
4443,LUCIGEN,78,7
22258,LUCKS,50,5
7712,LUD,25,3
31715,LUD,19,3
57201,LUD,19,3
51056,LUDERICK,106,8
16735,LUDIC,22,5
17981,LUDIC,27,5
6851,LUDO,20,4
57154,LUES,26,4
12240,LUFFA,54,5
16179,LUFFA,19,5
1734,LUG,8,3
24670,LUG,8,3
29532,LUG,18,3
57758,LUG,11,3
58670,LUG,10,3
19729,LUGE,15,4
26695,LUGED,14,5
25657,LUGGABLE,167,8
13062,LUITEN,8,6
48829,LULL,8,4
43216,LULZ,39,4
56643,LUMA,6,4
34946,LUMAS,25,5
46417,LUMINA,25,6
1396,LUN,10,3
5539,LUN,11,3
18878,LUN,9,3
20844,LUN,6,3
27622,LUN,14,3
40781,LUN,12,3
24430,LUNACIES,64,8
28096,LUNACIES,63,8
40218,LUNARIES,60,8
46250,LUNATE,21,6
60411,LUNATION,70,8
29005,LUNE,14,4
1426,LUNG,17,4
9977,LUNG,24,4
20503,LUNG,15,4
56748,LUNG,25,4
8375,LUNGAN,30,6
12169,LUNGE,14,5
15968,LUNGE,29,5
59847,LUNGER,33,6
7854,LUNGERS,63,7
6484,LUNGIE,27,6
26881,LUNGIES,74,7
19302,LUNS,34,4
12461,LUNTED,10,6
34195,LUNULA,22,6
4174,LUNYIES,82,7
55170,LUPANARS,131,8
10371,LUR,16,3
31105,LUR,8,3
35249,LUR,9,3
37339,LUR,3,3
44050,LURCH,57,5
7623,LURCHERS,78,8
6372,LURDAN,34,6
28664,LURE,8,4
32383,LURE,18,4
20311,LUREX,37,5
41221,LUREX,29,5
49732,LUREX,60,5
11714,LURGIES,78,7
9824,LURID,18,5
33990,LURIDEST,86,8
18886,LURK,21,4
26121,LURRY,16,5
11544,LURS,14,4
38228,LURS,15,4
51721,LURS,29,4
33761,LURVE,18,5
44029,LUSHERS,79,7
32904,LUSHY,45,5
23914,LUST,16,4
16330,LUSTIER,76,7
43081,LUSTIER,78,7
17146,LUSTILY,64,7
28243,LUSTRINE,77,8
47650,LUSTRINE,79,8
7202,LUTE,14,4
27687,LUTE,19,4
36717,LUTE,15,4
56397,LUTE,14,4
49666,LUTEAL,29,6
19276,LUTENIST,70,8
34393,LUTENIST,60,8
58987,LUTENIST,77,8
30747,LUTEOLIN,70,8
60568,LUTHIER,78,7
19128,LUTINGS,77,7
2963,LUTZ,26,4
6205,LUTZ,45,4
10180,LUTZ,25,4
11274,LUTZ,33,4
17944,LUTZ,69,4
20478,LUTZ,26,4
35857,LUTZ,50,4
41205,LUTZ,69,4
45590,LUTZ,26,4
56105,LUTZ,28,4
59274,LUTZ,33,4
1095,LUV,14,3
4355,LUV,16,3
5792,LUV,17,3
8596,LUV,17,3
10283,LUV,18,3
17032,LUV,14,3
23145,LUV,12,3
24302,LUV,16,3
35093,LUV,16,3
40468,LUV,14,3
43153,LUV,12,3
47908,LUV,14,3
37875,LUVS,18,4
43126,LUVS,27,4
55271,LUVS,17,4
